,DVC Code,Company Name,Business Nature,business Sector,Business Industry,Listed,Legal status,User Key,User Name,Firm Key,Firm Name,Service Category,Service Name,Document Date,Document,Reference Law,DVC Date,Day,Month,Year
29626,2105060509AS857175,DHAKA BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,509,Ali Ashfaq FCA,F-0118,Rahman Rahman Huq,Audit,Statutory Audit,5/6/2021,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2021-05-06,06,May,2021
29628,2106290196AS801716,PRAGATI LIFE INSURANCE LIMITED,Life Insurance,Insurance,Life Insurance,Y,Public Limited Company,196,Md Showkat Hossain FCA,F-0011,A Wahab & Co.,Audit,Statutory Audit,6/29/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-06-29,29,June,2021
29632,2106220331AS521954,RUPALI BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,331,Md Amirul Islam FCA,F-0072,K M Hasan & Co.,Audit,Statutory Audit,6/21/2021,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2021-06-22,22,June,2021
29638,2106160500OO558965,NORTHERN ISLAMI INSURANCE LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,500,Sunirmal  Chowdhury FCA,F-0041,Das Chowdhury Dutta & Co.,Other Audit,Other Audit,6/1/2021,Other Report (i.e. Performance/Due-diligence/Appra,Others,2021-06-16,16,June,2021
29639,2106240615AS424529,PRIME ISLAMI LIFE INSURANCE LIMITED,Life Insurance,Insurance,Life Insurance,Y,Public Limited Company,615,Md Syful Islam FCA,F-0136,Syful Shamsul Alam & Co.,Audit,Statutory Audit,6/24/2021,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2021-06-24,24,June,2021
29640,2106270268AS220647,PIONEER INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,268,AFM  Alamgir FCA,F-0025,ARTISAN,Audit,Statutory Audit,6/24/2020,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2021-06-27,27,June,2021
29642,2109091184CC502756,THE PENINSULA CHITTAGONG LIMITED,Hotel,Food & Drinks,Hotel,Y,Public Limited Company,1184,Arafat  Kamal FCA,F-0115,Rahman Mostafa Alam & Co.,Certification,Certification Regarding IPO,9/9/2021,Certification for IPO,"Bangladesh Securities and Exchange Commission Act, 1993",2021-09-09,09,September,2021
29643,2105091090AS688684,AL-ARAFAH ISLAMI BANK LIMITED,Islamic Bank,Banks,Islamic Bank,Y,Public Limited Company,1090,AKM Fazlul Haque FCA,F-0061,Hussain Farhad & Co.,Audit,Statutory Audit,5/9/2021,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2021-05-09,09,May,2021
29646,2106031204AS874694,REPUBLIC INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,1204,Mohammad Mofizul Haque Rinku FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,5/25/2021,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2021-06-03,03,June,2021
29648,2106301591AS473491,NATIONAL BANK LTD.,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,1591,Faruk  Ahmed FCA,F-0077,Khan Wahab Shafique Rahman & Co.,Audit,Statutory Audit,6/30/2021,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2021-06-30,30,June,2021
29651,2107071268CC776500,DHAKA INSURANCE LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,1268,Md.  Anwaruzzaman FCA,F-0115,Rahman Mostafa Alam & Co.,Certification,Corporate Governance Certification,7/7/2021,Certification for CG Governance,"Bangladesh Securities and Exchange Commission Act, 1993",2021-07-07,07,July,2021
29652,2107131184CC388809,THE PENINSULA CHITTAGONG LIMITED,Hotel,Food & Drinks,Hotel,Y,Public Limited Company,1184,Arafat  Kamal FCA,F-0115,Rahman Mostafa Alam & Co.,Certification,Certification Regarding IPO,7/12/2021,Certification for IPO,"Bangladesh Securities and Exchange Commission Act, 1993",2021-07-13,13,July,2021
29654,2109011758AS392081,EXPRESS INSURANCE LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,1758,Md. Shahidul Islam FCA,F-0072,K M Hasan & Co.,Audit,Statutory Audit,8/26/2021,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2021-09-01,01,September,2021
29656,2106070268AS219136,GLOBAL INSURANCE LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,268,AFM  Alamgir FCA,F-0025,ARTISAN,Audit,Statutory Audit,6/1/2021,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2021-06-07,07,June,2021
29657,2108291204AS135020,DESH GENERAL INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,1204,Mohammad Mofizul Haque Rinku FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,8/23/2021,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2021-08-29,29,August,2021
29662,2106041497CC609542,STANDARD INSURANCE LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,1497,Mohammad Abu Kawsar FCA,F-0137,T Hussain & Co.,Certification,Corporate Governance Certification,6/4/2020,Certification for CG Governance,"Bangladesh Securities and Exchange Commission Act, 1993",2021-06-04,04,June,2021
29663,2106071184CC484110,THE PENINSULA CHITTAGONG LIMITED,Hotel,Food & Drinks,Hotel,Y,Public Limited Company,1184,Arafat  Kamal FCA,F-0115,Rahman Mostafa Alam & Co.,Certification,Certification Regarding IPO,6/7/2021,Certification for IPO,"Bangladesh Securities and Exchange Commission Act, 1993",2021-06-07,07,June,2021
29664,2107291268CO790481,UTTARA BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,1268,Md.  Anwaruzzaman FCA,F-0115,Rahman Mostafa Alam & Co.,Certification,Others,7/28/2021,Other Certification,"The Bank Company Act, 1991",2021-07-29,29,July,2021
29665,2107061497CC460348,PHOENIX INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,1497,Mohammad Abu Kawsar FCA,F-0137,T Hussain & Co.,Certification,Corporate Governance Certification,7/6/2021,Certification for CG Governance,"Bangladesh Securities and Exchange Commission Act, 1993",2021-07-06,06,July,2021
29669,2108081184CC374665,THE PENINSULA CHITTAGONG LIMITED,Hotel,Food & Drinks,Hotel,Y,Public Limited Company,1184,Arafat  Kamal FCA,F-0115,Rahman Mostafa Alam & Co.,Certification,Certification Regarding IPO,8/8/2021,Certification for IPO,"Bangladesh Securities and Exchange Commission Act, 1993",2021-08-08,08,August,2021
29671,2106151244AS558240,DHAKA INSURANCE LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,1244,Muhammad Shajedul Hoque Talukder FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,6/9/2021,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2021-06-15,15,June,2021
29672,2106100196AS827665,PRAGATI INSURANCE LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,196,Md Showkat Hossain FCA,F-0011,A Wahab & Co.,Audit,Statutory Audit,6/10/2021,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2021-06-10,10,June,2021
29673,2111010392AS930654,UNIQUE HOTEL & RESORTS LIMITED,Hotel,Tour & Leisure,Hotel,Y,Public Limited Company,392,A. K. Gulam Kibria FCA,F-0047,G Kibria & Co.,Audit,Statutory Audit,10/25/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-01,01,November,2021
29674,2111030247AS201620,AAMRA TECHNOLOGIES LIMITED,ITES Services,Information Technology,ITES Services,Y,Public Limited Company,247,Md  Waliullah FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-03,03,November,2021
29679,2111011721AS948447,SAMORITA HOSPITAL LIMITED,Hospital,Health Care Service,Hospital,Y,Public Limited Company,1721,Golam Fazlul Kabir FCA,F-0034,Aziz Halim Khair Choudhury,Audit,Statutory Audit,10/30/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-01,01,November,2021
29681,2111011129AS677182,INFORMATION TECHNOLOGY CONSULTANTS LIMITED,ITES Services,Information Technology,ITES Services,Y,Public Limited Company,1129,Muhammad Aminul Hoque FCA,F-0003,ACNABIN,Audit,Statutory Audit,10/28/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-01,01,November,2021
29682,2111230240AS475485,INTERNATIONAL LEASING AND FINANCIAL SERVICES LIMITED,Leasing & Mortgage,NBFI,Leasing & Mortgage,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,11/18/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-23,23,November,2021
29686,2110251090AS798997,UNITED COMMERCIAL BANK PLC (Old Name: UNITED COMMERCIAL BANK LIMITED),Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,1090,AKM Fazlul Haque FCA,F-0061,Hussain Farhad & Co.,Audit,Statutory Audit,10/25/2021,Auditors Report and Financial Statements ,Others,2021-10-25,25,October,2021
29687,2110091184CC151589,THE PENINSULA CHITTAGONG LIMITED,Hotel,Food & Drinks,Hotel,Y,Public Limited Company,1184,Arafat  Kamal FCA,F-0115,Rahman Mostafa Alam & Co.,Certification,Certification Regarding IPO,10/9/2021,Certification for IPO,"Bangladesh Securities and Exchange Commission Act, 1993",2021-10-09,09,October,2021
29689,2109221046OC418927,EGENERATION LIMITED,Software Services,Information Technology,Software Services,Y,Public Limited Company,1046,Md. Mohiuddin Ahmed FCA,F-0027,Ashraf Uddin & Co.,Other Audit,Corporate Governance Certification,9/22/2021,Certification for CG Governance,"Bangladesh Securities and Exchange Commission Act, 1993",2021-09-22,22,September,2021
29690,2109200196AS323977,MEGHNA LIFE INSURANCE COMPANY LIMITED,Life Insurance,Insurance,Life Insurance,Y,Public Limited Company,196,Md Showkat Hossain FCA,F-0011,A Wahab & Co.,Audit,Statutory Audit,9/19/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-09-20,20,September,2021
29693,2109280509AO413883,THE CITY BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,509,Ali Ashfaq FCA,F-0118,Rahman Rahman Huq,Audit,Other Audit,9/28/2021,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2021-09-28,28,September,2021
29694,2110051000AO656241,IPDC FINANCE LIMITED,Finanacing,NBFI,Finanacing,Y,Public Limited Company,1000,Muhammad Mehedi Hasan FCA,F-0118,Rahman Rahman Huq,Audit,Other Audit,9/23/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-05,05,October,2021
29696,2110181204AO275327,FIRST SECURITY ISLAMI BANK LIMITED,Islamic Bank,Banks,Islamic Bank,Y,Public Limited Company,1204,Mohammad Mofizul Haque Rinku FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Other Audit,10/11/2021,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2021-10-18,18,October,2021
29703,2105080671AS443030,RUPALI INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,671,Ramendra Nath Basak FCA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,4/29/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-05-08,08,May,2021
29704,2105190105AS811038,BANGLADESH GENERAL INSURANCE COMPANY (BGIC) LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,105,Howlader Mahfel Huq FCA,F-0091,Mahfel Huq & Co.,Audit,Statutory Audit,5/19/2021,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2021-05-19,19,May,2021
29706,2105240671AS600149,KARNAPHULI INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,671,Ramendra Nath Basak FCA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,5/20/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-05-24,24,May,2021
29707,2106270247AS402804,PHOENIX FINANCE & INVESTMENTS LIMITED,Leasing & Mortgage,NBFI,Leasing & Mortgage,Y,Public Limited Company,247,Md  Waliullah FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,6/27/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-06-27,27,June,2021
29709,2106160500CC620824,NORTHERN ISLAMI INSURANCE LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,500,Sunirmal  Chowdhury FCA,F-0041,Das Chowdhury Dutta & Co.,Certification,Corporate Governance Certification,6/16/2021,Certification for CG Governance,"Bangladesh Securities and Exchange Commission Act, 1993",2021-06-16,16,June,2021
29710,2106200787AO936844,AB BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,787,Md  Moniruzzaman FCA,F-0003,ACNABIN,Audit,Other Audit,6/10/2021,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2021-06-20,20,June,2021
29713,2109151259AS380695,PRIME FINANCE AND INVESTMENT LTD.,Finanacing,NBFI,Finanacing,Y,Public Limited Company,1259,Ziaur  Rahman Zia FCA,F-0010,A Qasem & Co.,Audit,Statutory Audit,8/31/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-09-15,15,September,2021
29715,2110251090AS798255,UNITED COMMERCIAL BANK PLC (Old Name: UNITED COMMERCIAL BANK LIMITED),Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,1090,AKM Fazlul Haque FCA,F-0061,Hussain Farhad & Co.,Audit,Statutory Audit,10/25/2021,Auditors Report and Financial Statements ,Others,2021-10-25,25,October,2021
29718,2110240471AS656005,BANGLADESH SUBMARINE CABLE COMPANY LIMITED (BSCCL),Telecom,Information Technology,Telecom,Y,Public Limited Company,471,Md Enamul Haque Choudhury FCA,F-0121,S F Ahmed & Co.,Audit,Statutory Audit,10/24/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-24,24,October,2021
29719,2110180595OO258043,FIRST SECURITY ISLAMI BANK LIMITED,Islamic Bank,Banks,Islamic Bank,Y,Public Limited Company,595,Md Shafiqul Islam FCA,F-0127,Shafiq Basak & Co.,Other Audit,Other Audit,10/11/2021,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2021-10-18,18,October,2021
29720,2110050509AO376104,IPDC FINANCE LIMITED,Finanacing,NBFI,Finanacing,Y,Public Limited Company,509,Ali Ashfaq FCA,F-0118,Rahman Rahman Huq,Audit,Other Audit,9/23/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-05,05,October,2021
29722,2110270247AS497568,FAS FINANCE & INVESTMENT LTD.,Leasing & Mortgage,NBFI,Leasing & Mortgage,Y,Public Limited Company,247,Md  Waliullah FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,10/24/2021,Auditors Report and Financial Statements ,Others,2021-10-27,27,October,2021
29723,2109290860AS593657,BAY LEASING & INVESTMENT LIMITED,Leasing & Mortgage,NBFI,Leasing & Mortgage,Y,Public Limited Company,860,Md. Jahidur Rahman FCA,F-0058,Howladar Yunus & Co.,Audit,Statutory Audit,9/29/2021,Auditors Report and Financial Statements ,"Financial Institution Act, 1993",2021-09-29,29,September,2021
29725,2110250137AS936280,THE PENINSULA CHITTAGONG LIMITED,Hotel,Food & Drinks,Hotel,Y,Public Limited Company,137,Showkat  Hossain FCA,F-0055,Hoda Vasi Chowdhury & Co.,Audit,Statutory Audit,10/25/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-10-25,25,October,2021
29726,2110071772CC264327,MEGHNA LIFE INSURANCE COMPANY LIMITED,Life Insurance,Insurance,Life Insurance,Y,Public Limited Company,1772,Chaity  Basak ACA,F-0133,Shiraz Khan Basak & Co.,Certification,Corporate Governance Certification,9/19/2021,Certification for CG Governance,"Bangladesh Securities and Exchange Commission Act, 1993",2021-10-07,07,October,2021
29729,2106161204AS623536,FEDERAL INSURANCE COMPANY LTD.,General Insurance,Insurance,General Insurance,Y,Public Limited Company,1204,Mohammad Mofizul Haque Rinku FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,6/8/2012,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-06-16,16,June,2021
29730,2106170392AS480100,SONAR BANGLA INSURANCE LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,392,A. K. Gulam Kibria FCA,F-0047,G Kibria & Co.,Audit,Statutory Audit,6/17/2021,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2021-06-17,17,June,2021
29731,2106171268OC981033,MERCANTILE INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,1268,Md.  Anwaruzzaman FCA,F-0115,Rahman Mostafa Alam & Co.,Other Audit,Corporate Governance Certification,6/9/2021,Certification for CG Governance,"Bangladesh Securities and Exchange Commission Act, 1993",2021-06-17,17,June,2021
29736,2108211046AS720259,RUPALI LIFE INSURANCE COMAPANY LTD.,Mortgage Firm,Financial Service (Non NBFI),Mortgage Firm,Y,Public Limited Company,1046,Md. Mohiuddin Ahmed FCA,F-0027,Ashraf Uddin & Co.,Audit,Statutory Audit,8/21/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-08-21,21,August,2021
29742,2112231090AS781814,UNITED COMMERCIAL BANK PLC (Old Name: UNITED COMMERCIAL BANK LIMITED),Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,1090,AKM Fazlul Haque FCA,F-0061,Hussain Farhad & Co.,Audit,Statutory Audit,12/23/2021,Auditors Report and Financial Statements ,Others,2021-12-23,23,December,2021
29744,2112280165AS536582,BANGLADESH SHIPPING CORPORATION,Transportation,Logistics,Transportation,Y,Public Limited Company,165,Quazi Shafiqul Islam FCA,F-0067,Islam Quazi Shafique & Co.,Audit,Statutory Audit,12/23/2021,Auditors Report and Financial Statements ,"Bangladesh Shipping Corporation Act, 2017",2021-12-28,28,December,2021
29746,2112261090AS755040,UNITED COMMERCIAL BANK PLC (Old Name: UNITED COMMERCIAL BANK LIMITED),Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,1090,AKM Fazlul Haque FCA,F-0061,Hussain Farhad & Co.,Audit,Statutory Audit,12/26/2021,Auditors Report and Financial Statements ,Others,2021-12-26,26,December,2021
29752,2112081363OC303862,FAREAST ISLAMI  LIFE INSURANCE COMPANY LIMITED ,Life Insurance,Insurance,Life Insurance,Y,Public Limited Company,1363,Tarek  Rashid FCA,F-0142,Zoha Zaman Kabir Rashid & Co.,Other Audit,Corporate Governance Certification,12/8/2021,Certification for CG Governance,Others,2021-12-08,08,December,2021
29755,2201131184CO764868,BANGLADESH SHIPPING CORPORATION,Transportation,Logistics,Transportation,Y,Public Limited Company,1184,Arafat  Kamal FCA,F-0115,Rahman Mostafa Alam & Co.,Certification,Others,1/13/2022,Other Report (i.e. Performance/Due-diligence/Appra,"Bangladesh Securities and Exchange Commission Act, 1993",2022-01-13,13,January,2022
29761,2111290728AS923223,BANGLADESH SERVICES LIMITED,Hotel,Tour & Leisure,Hotel,Y,Public Limited Company,728,Md Moktar Hossain FCA,F-0121,S F Ahmed & Co.,Audit,Statutory Audit,11/29/2021,Auditors Report and Financial Statements ,"The Companies Act, 1994",2021-11-29,29,November,2021
29764,2112091363AC378950,FAREAST ISLAMI  LIFE INSURANCE COMPANY LIMITED ,Life Insurance,Insurance,Life Insurance,Y,Public Limited Company,1363,Tarek  Rashid FCA,F-0142,Zoha Zaman Kabir Rashid & Co.,Audit,Corporate Governance Certification,10/31/2021,Certification for CG Governance,Others,2021-12-09,09,December,2021
29766,2112120458AC757399,PREMIER LEASING & FINANCE LIMITED,Finanacing,NBFI,Finanacing,Y,Public Limited Company,458,AKM Mohitul Haq FCA,F-0017,Ahmed Zaker & Co.,Audit,Corporate Governance Certification,11/21/2021,Certification for CG Governance,"Bangladesh Securities and Exchange Commission Act, 1993",2021-12-12,12,December,2021
